Date,Entry,SL,Target,Exit,Exit Date,Return
2022-01-28,624.25,600.5499877929688,671.6500244140625,600.5499877929688,2022-02-14,-3.7965578225120145
2022-02-16,600.1500244140625,584.4000244140625,631.6500244140625,584.4000244140625,2022-02-21,-2.624343807263361
2022-02-23,578.9500122070312,564.0499877929688,608.7500610351562,564.0499877929688,2022-02-24,-2.5736288280333057
2022-02-25,575.7000122070312,556.0,615.1000366210938,615.1000366210938,2022-03-16,6.8438463746103935
2022-06-09,629.25,618.7000122070312,650.3499755859375,650.3499755859375,2022-06-09,3.353194372020262
2022-06-21,621.2000122070312,602.0,659.6000366210938,602.0,2022-06-30,-3.090793919790256
2022-07-04,605.0,585.0499877929688,644.9000244140625,651.0,2022-07-06,7.6033057851239665
2022-07-27,669.7999877929688,663.2000122070312,682.9999389648438,682.9999389648438,2022-07-27,1.9707302795525024
2022-08-24,679.0499877929688,657.5499877929688,722.0499877929688,722.0499877929688,2022-09-07,6.3323762275230315
2022-09-29,694.4500122070312,681.5999755859375,720.1500854492188,720.1500854492188,2022-10-13,3.700780875575207
