Date,Entry,SL,Target,Exit,Exit Date,Return
2022-01-04,88.30000305175781,86.19999694824219,90.79999542236328,90.79999542236328,2022-01-05,2.8312483399803243
2022-01-06,91.0,88.36666870117188,96.26666259765625,96.26666259765625,2022-01-13,5.787541316105769
2022-01-25,95.80000305175781,92.46666717529297,102.4666748046875,92.46666717529297,2022-01-25,-3.4794736641750883
2022-02-23,90.33333587646484,88.03333282470703,94.93334197998047,88.03333282470703,2022-02-24,-2.5461287679037747
2022-03-11,101.53333282470703,97.83333587646484,108.9333267211914,97.83333587646484,2022-03-15,-3.644120453161992
2022-04-28,105.33333587646484,103.0,108.70000457763672,108.70000457763672,2022-05-05,3.1962043859698044
2022-05-31,97.33333587646484,94.33333587646484,103.33333587646484,103.33333587646484,2022-06-09,6.164383400580435
2022-08-16,88.30000305175781,85.66666412353516,92.26667785644531,85.66666412353516,2022-08-22,-2.982263688800896
2022-08-23,87.80000305175781,85.4000015258789,92.60000610351562,92.60000610351562,2022-09-06,5.466973673028493
2022-09-27,86.0,83.0,91.84999084472656,91.84999084472656,2022-11-01,6.802314935728561
