Date,Entry,SL,Target,Exit,Exit Date,Return
2022-01-06,94.587646484375,91.30904388427734,101.14485168457031,91.30904388427734,2022-01-06,-3.466205917957004
2022-01-07,96.22694396972656,90.57135772705078,106.5545425415039,129.96665954589844,2022-01-14,35.06264896741036
2022-01-28,117.33333587646484,113.43333435058594,125.13333892822266,113.43333435058594,2022-02-11,-3.3238648647857825
2022-03-10,89.93333435058594,84.43333435058594,91.1333236694336,91.1333236694336,2022-03-10,1.3343098279551757
2022-05-13,77.80000305175781,75.0,81.59999084472656,81.59999084472656,2022-05-17,4.884302884205213
2022-07-07,78.16666412353516,75.76666259765625,82.4666748046875,82.4666748046875,2022-07-18,5.501079941644402
2022-08-16,82.73332977294922,81.5999984741211,84.99999237060547,84.99999237060547,2022-08-16,2.7397212270759663
2022-08-30,81.66666412353516,80.19999694824219,84.5999984741211,84.5999984741211,2022-09-02,3.5918380921605353
2022-09-30,72.63333129882812,68.5,80.89999389648438,65.5,2022-10-18,-9.821016290000752
2022-10-27,63.04999923706055,61.79999923706055,65.54999923706055,65.54999923706055,2022-11-01,3.965107105870526
