Date,Entry,SL,Target,Exit,Exit Date,Return
2022-01-11,54.45000076293945,53.150001525878906,55.54999923706055,55.54999923706055,2022-01-11,2.020199189546735
2022-01-12,57.95000076293945,53.400001525878906,61.34999465942383,61.75,2022-01-13,6.557375646301537
2022-01-14,63.5,61.75,61.75,63.5,2022-01-14,0.0
2022-01-20,61.900001525878906,61.400001525878906,62.900001525878906,62.900001525878906,2022-01-20,1.6155088454754303
2022-02-15,56.0,54.0,60.0,51.54999923706055,2022-02-15,-7.946429933820452
2022-02-16,58.95000076293945,51.29999923706055,67.50000381469727,51.29999923706055,2022-02-21,-12.977101657118705
2022-02-23,51.75,50.25,54.75,50.150001525878906,2022-02-24,-3.0917844910552534
2022-03-03,51.20000076293945,49.0,54.25,48.54999923706055,2022-03-07,-5.175784153107045
2022-06-21,35.95000076293945,34.75,38.35000228881836,33.75,2022-06-21,-6.119612562588357
2022-06-22,37.0,33.150001525878906,43.04999923706055,43.20000076293945,2022-07-21,16.75675881875528
2022-07-26,39.04999923706055,38.0,41.14999771118164,38.0,2022-07-28,-2.6888585341226876
2022-08-30,36.599998474121094,35.5,38.79999542236328,38.79999542236328,2022-09-02,6.010920874211916
