Date,Entry,SL,Target,Exit,Exit Date,Return
2022-01-28,4560.0,4313.14990234375,5053.7001953125,4313.14990234375,2022-02-08,-5.413379334566886
2022-02-09,4489.0,4311.60009765625,4843.7998046875,4311.60009765625,2022-02-14,-3.9518802036923586
2022-02-22,4426.75,4269.0498046875,4742.150390625,4235.35009765625,2022-02-22,-4.323711579460101
2022-02-25,4362.0498046875,4241.5,4603.1494140625,4605.0,2022-03-03,5.56963368578285
2022-05-17,3538.14990234375,3395.0,3824.44970703125,3380.0,2022-05-17,-4.469847426164391
2022-05-27,3397.89990234375,3250.89990234375,3691.89990234375,3691.89990234375,2022-06-03,8.652403203437785
2022-06-21,3140.0,3014.550048828125,3390.89990234375,3014.550048828125,2022-06-24,-3.9952213749004777
2022-07-28,3350.0,3201.10009765625,3509.7998046875,3509.7998046875,2022-07-29,4.770143423507463
2022-08-24,3669.800048828125,3526.050048828125,3954.89990234375,3461.0,2022-08-29,-5.68968461632674
2022-08-30,3644.0,3461.0,3878.0,3878.0,2022-09-13,6.421514818880351
