Date,Entry,SL,Target,Exit,Exit Date,Return
2022-01-06,103.80000305175781,101.19999694824219,109.00001525878906,109.00001525878906,2022-01-07,5.009645524228325
2022-01-10,111.44999694824219,105.25,123.84999084472656,105.25,2022-01-24,-5.563030164210314
2022-03-16,116.69999694824219,112.75,124.59999084472656,112.75,2022-03-17,-3.3847446885487553
2022-03-31,120.0,116.4000015258789,127.19999694824219,127.19999694824219,2022-04-06,5.999997456868489
2022-06-27,70.9000015258789,67.5999984741211,73.89999389648438,67.5999984741211,2022-07-01,-4.654447081433831
2022-07-04,68.9000015258789,67.0,72.70000457763672,67.0,2022-07-06,-2.75762189230905
2022-07-18,71.19999694824219,69.05000305175781,74.44998931884766,74.5,2022-07-20,4.634835945508119
2022-08-23,79.0,76.80000305175781,83.39999389648438,76.19999694824219,2022-08-23,-3.544307660452927
2022-09-05,78.05000305175781,76.69999694824219,80.75001525878906,81.1500015258789,2022-09-08,3.971810830123058
2022-09-30,68.8499984741211,67.25,72.04999542236328,72.04999542236328,2022-10-06,4.6477807104745
2022-10-13,72.19999694824219,69.19999694824219,73.85000610351562,69.19999694824219,2022-10-17,-4.155124829368901
