Name,Return,Total Trades,% Profitable,Drawdown,Avg Trade,Avg Days
ULTRACEMCO.NS,5.100920945502987,23,52.17391304347826,-16.345972310182148,0.22177917154360816,0.782608695652174
UNIONBANK.NS,15.397037162726534,21,61.904761904761905,-11.339416320504268,0.7331922458441207,0.5714285714285714
UBL.NS,-7.24355391167885,18,27.77777777777778,-17.071664802609703,-0.4024196617599361,0.3333333333333333
MCDOWELL-N.NS,-2.8242396649036317,19,36.84210526315789,-15.746216777185479,-0.14864419288966482,0.7894736842105263
VBL.NS,3.5928177806957082,16,50.0,-11.327498698681818,0.22455111129348176,0.0
VEDL.NS,3.802045478724335,25,52.0,-16.752218347603378,0.1520818191489734,0.4
IDEA.NS,3.706112769692499,9,66.66666666666666,-7.121480120106274,0.41179030774361103,0.0
VOLTAS.NS,-1.2298488839734907,26,42.30769230769231,-20.578698871062542,-0.04730188015282656,1.0
WHIRLPOOL.NS,6.951464244257167,19,47.368421052631575,-10.788011241179762,0.36586653917142986,0.5263157894736842
WIPRO.NS,-17.569864738745682,25,28.000000000000004,-26.241666740125044,-0.7027945895498273,1.12
YESBANK.NS,3.603159325199061,12,50.0,-8.023219991819184,0.30026327709992173,0.6666666666666666
ZEEL.NS,-5.264058659999831,14,28.57142857142857,-13.264058659999819,-0.3760041899999879,0.35714285714285715
ZOMATO.NS,18.468987335271247,21,66.66666666666666,-7.416850226622694,0.8794755873938689,0.2857142857142857
ZYDUSLIFE.NS,-2.2939169626993934,25,36.0,-18.659148365787946,-0.09175667850797574,0.4
