Date,Entry,SL,Target,Exit,Exit Date,Return
2022-02-09,2227.75,2176.0,2331.25,2151.25,2022-02-14,-3.4339580294018632
2022-02-15,2184.39990234375,2135.0,2283.19970703125,2135.0,2022-02-22,-2.2614861999740254
2022-03-23,2169.60009765625,2121.0,2258.55029296875,2121.0,2022-03-28,-2.2400486480781017
2022-03-30,2113.449951171875,2084.550048828125,2171.249755859375,2171.249755859375,2022-03-31,2.7348556163088182
2022-04-26,2040.0,1985.0,2150.0,1985.0,2022-05-04,-2.696078431372549
2022-05-17,1806.699951171875,1752.699951171875,1914.699951171875,1752.699951171875,2022-05-17,-2.9888748247861594
2022-05-26,1720.0,1693.0999755859375,1773.800048828125,1693.0999755859375,2022-05-26,-1.5639549077943313
2022-06-15,1826.0,1798.8499755859375,1880.300048828125,1798.8499755859375,2022-06-15,-1.4868578540012323
2022-06-20,1779.449951171875,1713.0999755859375,1912.14990234375,1912.14990234375,2022-07-06,7.45735788098362
2022-08-30,2065.14990234375,2030.199951171875,2135.0498046875,2030.199951171875,2022-09-02,-1.6923687298539496
