Date,Entry,SL,Target,Exit,Exit Date,Return
2022-01-04,259.70001220703125,253.0,273.10003662109375,253.0,2022-01-18,-2.5799044636509456
2022-02-10,224.89999389648438,217.5500030517578,239.5999755859375,210.1999969482422,2022-02-14,-6.536237148591571
2022-02-15,217.4499969482422,210.0,232.34999084472656,210.0,2022-02-15,-3.4260736044137303
2022-02-23,208.0,201.0500030517578,219.64999389648438,200.0,2022-02-24,-3.8461538461538463
2022-02-25,203.89999389648438,192.0,227.69998168945312,231.0,2022-03-10,13.290832228898305
2022-05-09,203.4499969482422,194.0,222.34999084472656,194.0,2022-05-11,-4.644874460551736
2022-06-09,179.3000030517578,175.35000610351562,187.1999969482422,175.35000610351562,2022-06-09,-2.203009972678003
2022-07-29,156.5,153.8000030517578,161.74998474121094,161.74998474121094,2022-08-01,3.3546228378344654
2022-08-24,159.25,155.0,167.75,155.0,2022-09-19,-2.6687598116169546
2022-10-25,136.9499969482422,135.0,140.84999084472656,135.0,2022-10-25,-1.4238751308473223
