Date,Entry,SL,Target,Exit,Exit Date,Return
2022-02-01,1679.0,1595.0,1847.0,1847.0,2022-02-03,10.005955926146516
2022-02-23,1384.0,1219.050048828125,1620.89990234375,1620.89990234375,2022-03-29,17.11704496703396
2022-06-21,1398.0,1326.0,1502.25,1326.0,2022-08-29,-5.150214592274678
2022-10-20,1160.0,1130.0,1220.0,1130.0,2022-10-21,-2.586206896551724
2022-10-31,1055.0,975.0,1215.0,1215.0,2022-11-01,15.165876777251185
