Date,Entry,SL,Target,Exit,Exit Date,Return
2022-01-04,38.150001525878906,37.25,39.95000457763672,39.95000457763672,2022-01-10,4.718225372905391
2022-01-25,39.04999923706055,37.29999923706055,42.54999923706055,42.54999923706055,2022-02-02,8.962868292909752
2022-03-02,35.150001525878906,34.04999923706055,37.350006103515625,33.95000076293945,2022-03-07,-3.4139422783693543
2022-03-08,34.70000076293945,33.349998474121094,37.40000534057617,37.40000534057617,2022-04-05,7.780992848047418
2022-04-26,35.349998474121094,34.79999923706055,36.150001525878906,34.79999923706055,2022-05-02,-1.5558677816158561
2022-05-17,29.799999237060547,29.200000762939453,30.999996185302734,29.200000762939453,2022-05-19,-2.0134177499404435
2022-05-20,29.75,28.75,30.55000114440918,30.55000114440918,2022-05-23,2.689079477005646
2022-08-24,33.099998474121094,32.150001525878906,34.99999237060547,34.99999237060547,2022-08-25,5.740163093874057
2022-09-30,35.75,34.25,38.75,38.75,2022-10-18,8.391608391608392
2022-11-03,40.0,39.0,42.0,0,,0
