Date,Entry,SL,Target,Exit,Exit Date,Return
2022-02-10,1899.9000244140625,1875.5999755859375,1948.5001220703125,1875.5999755859375,2022-02-11,-1.2790172385843956
2022-02-15,1846.949951171875,1795.0,1950.849853515625,1783.25,2022-02-24,-3.4489267633623686
2022-02-28,1798.699951171875,1765.0,1866.099853515625,1764.9000244140625,2022-02-28,-1.8791309098436033
2022-03-09,1676.5,1595.0,1808.0,1808.0,2022-04-04,7.843722039964211
2022-04-21,1712.4000244140625,1671.3499755859375,1794.5001220703125,1671.3499755859375,2022-04-25,-2.397223092902678
2022-04-26,1680.0,1652.0,1721.0,1721.0,2022-04-28,2.4404761904761907
2022-05-20,1569.4000244140625,1540.3499755859375,1607.550048828125,1607.550048828125,2022-05-20,2.4308668166553558
2022-06-15,1554.300048828125,1525.199951171875,1612.500244140625,1525.199951171875,2022-06-16,-1.872231663261557
2022-06-21,1497.8499755859375,1456.3499755859375,1580.8499755859375,1580.8499755859375,2022-07-04,5.541275919007282
2022-09-20,1931.949951171875,1905.0,1985.849853515625,1905.0,2022-09-21,-1.3949611456304962
