Date,Entry,SL,Target,Exit,Exit Date,Return
2022-01-28,2514.0,2448.60009765625,2644.7998046875,2448.60009765625,2022-02-07,-2.6014280964101038
2022-02-10,2462.0,2402.5,2522.5,2390.0,2022-02-14,-2.924451665312754
2022-02-16,2345.0,2286.85009765625,2461.2998046875,2461.2998046875,2022-02-22,4.959479944029851
2022-02-25,2401.0,2331.0,2541.0,2321.5,2022-03-02,-3.3111203665139524
2022-03-09,2161.949951171875,2046.0,2393.849853515625,2393.849853515625,2022-03-17,10.726423255915323
2022-04-21,2197.699951171875,2144.0,2278.69970703125,2278.69970703125,2022-04-29,3.685660356691716
2022-05-10,2181.0,2113.60009765625,2315.7998046875,2315.7998046875,2022-05-27,6.180642122306282
2022-06-20,2064.89990234375,2026.0,2142.69970703125,2147.10009765625,2022-06-21,3.9808319628084274
2022-07-15,2194.89990234375,2160.0,2264.69970703125,2264.69970703125,2022-07-22,3.1800905641740944
2022-08-30,2379.0,2340.0,2457.0,2457.0,2022-09-05,3.278688524590164
2022-09-30,2273.449951171875,2231.0,2358.349853515625,2223.25,2022-09-30,-2.208095724561646
