Date,Entry,SL,Target,Exit,Exit Date,Return
2022-01-04,143.4499969482422,141.1999969482422,147.9499969482422,147.9499969482422,2022-01-04,3.1369815934005443
2022-01-05,148.60000610351562,143.10000610351562,159.60000610351562,159.60000610351562,2022-01-11,7.402422306993269
2022-01-12,162.6999969482422,157.60000610351562,169.74996948242188,169.74996948242188,2022-01-19,4.333111657293031
2022-02-28,160.5,156.8000030517578,167.5999755859375,156.8000030517578,2022-02-28,-2.3052940487490265
2022-03-17,167.85000610351562,161.85000610351562,179.85000610351562,179.85000610351562,2022-03-22,7.149240133240996
2022-04-01,165.25,161.14999389648438,173.45001220703125,173.45001220703125,2022-04-06,4.962185904406203
2022-05-04,159.25,155.89999389648438,165.95001220703125,165.95001220703125,2022-05-05,4.207229015404239
2022-05-31,147.3000030517578,141.14999389648438,159.6000213623047,159.6000213623047,2022-06-07,8.350317756765376
2022-06-21,138.89999389648438,130.0,156.69998168945312,156.69998168945312,2022-06-29,12.814966576769068
2022-08-24,134.6999969482422,130.10000610351562,142.3999786376953,130.10000610351562,2022-09-07,-3.4149895686293794
2022-09-29,123.94999694824219,121.5,128.84999084472656,128.84999084472656,2022-09-30,3.953202111437297
2022-10-18,128.4499969482422,126.0,132.59999084472656,126.0,2022-10-20,-1.9073546177111957
