Date,Entry,SL,Target,Exit,Exit Date,Return
2022-02-09,1478.449951171875,1444.550048828125,1546.249755859375,1444.550048828125,2022-02-24,-2.2929354028440168
2022-03-09,1334.0,1292.0,1418.0,1427.0,2022-03-10,6.971514242878561
2022-03-29,1441.0,1401.5999755859375,1510.800048828125,1580.0,2022-04-04,9.646079111727966
2022-04-21,1365.0,1335.3499755859375,1409.0001220703125,1335.3499755859375,2022-04-25,-2.1721629607371793
2022-04-26,1372.0,1322.25,1467.4500732421875,1322.25,2022-05-06,-3.6260932944606417
2022-05-10,1326.5,1295.5,1388.5,1295.5,2022-05-12,-2.3369770071617038
2022-05-17,1312.5999755859375,1285.300048828125,1365.39990234375,1285.300048828125,2022-05-19,-2.079835994635453
2022-05-20,1303.0,1278.300048828125,1332.5999755859375,1332.5999755859375,2022-05-25,2.2716788630803912
2022-06-20,1304.699951171875,1271.5999755859375,1353.800048828125,1353.800048828125,2022-06-21,3.763324863479035
2022-08-30,1446.449951171875,1428.5999755859375,1480.800048828125,1480.800048828125,2022-08-30,2.3747864645036953
2022-09-30,1402.199951171875,1378.800048828125,1448.999755859375,1448.999755859375,2022-10-04,3.3375985107107953
2022-10-14,1417.0,1384.0,1450.75,1450.75,2022-10-17,2.3817925194071985
