Date,Open,High,Low,Close,Adj Close,Volume
2021-12-20,2235.0,2235.0,2060.0,2097.0,2093.812255859375,616581
2021-12-21,2143.14990234375,2143.14990234375,2075.5,2105.0,2101.80029296875,256489
2021-12-22,2125.0,2155.89990234375,2106.0,2149.14990234375,2145.883056640625,163979
2021-12-23,2154.699951171875,2176.85009765625,2138.0,2161.39990234375,2158.1142578125,153203
2021-12-24,2161.0,2165.300048828125,2114.800048828125,2118.550048828125,2115.329833984375,138187
2021-12-27,2109.0,2150.0,2092.949951171875,2135.550048828125,2132.303955078125,143712
2021-12-28,2148.39990234375,2295.5,2140.050048828125,2235.89990234375,2232.501220703125,947036
2021-12-29,2220.0,2310.0,2220.0,2276.050048828125,2272.59033203125,502238
2021-12-30,2276.050048828125,2304.0,2260.0,2271.35009765625,2267.8974609375,203173
2021-12-31,2275.0,2314.0,2260.0,2281.800048828125,2278.33154296875,187474
2022-01-03,2300.0,2357.449951171875,2287.64990234375,2332.14990234375,2328.60498046875,263893
2022-01-04,2348.949951171875,2444.0,2301.10009765625,2396.64990234375,2393.0068359375,827150
2022-01-05,2399.75,2468.0,2368.14990234375,2419.300048828125,2415.62255859375,641490
2022-01-06,2413.949951171875,2448.85009765625,2371.0,2416.10009765625,2412.427490234375,493696
2022-01-07,2412.0,2450.550048828125,2395.14990234375,2436.5,2432.79638671875,377819
2022-01-10,2436.5,2471.449951171875,2433.0,2453.89990234375,2450.169921875,463006
2022-01-11,2469.050048828125,2512.39990234375,2436.25,2452.64990234375,2448.921630859375,619575
2022-01-12,2478.35009765625,2494.0,2445.199951171875,2485.60009765625,2481.82177734375,300468
2022-01-13,2490.0,2524.949951171875,2464.25,2483.449951171875,2479.675048828125,410140
2022-01-14,2490.0,2508.949951171875,2450.0,2467.89990234375,2464.1484375,328244
2022-01-17,2478.800048828125,2524.949951171875,2457.449951171875,2465.10009765625,2461.35302734375,428229
2022-01-18,2475.0,2478.050048828125,2410.0,2431.14990234375,2427.454345703125,293379
2022-01-19,2431.14990234375,2450.0,2382.199951171875,2391.35009765625,2387.715087890625,268489
2022-01-20,2398.75,2450.0,2384.0,2443.85009765625,2440.13525390625,268372
2022-01-21,2444.75,2444.75,2357.050048828125,2376.949951171875,2373.3369140625,281082
